index,X1,X2,X3
488,0,1.59869E-06,7.66016E-06
489,0,1.59947E-06,7.67247E-06
490,0,1.60027E-06,7.68501E-06
491,0,1.60109E-06,7.6978E-06
492,0,1.60195E-06,7.71119E-06
493,0,1.60285E-06,7.72363E-06
494,0,1.60379E-06,7.73075E-06
495,0,1.60477E-06,7.73817E-06
496,0,1.60578E-06,7.7459E-06
497,0,1.6068E-06,7.75373E-06
498,0,1.60781E-06,7.76168E-06
499,0,1.60883E-06,7.76973E-06
500,0,1.60984E-06,7.77787E-06
501,0,1.61084E-06,7.78611E-06
502,0,1.61181E-06,7.86081E-06
503,0,1.61275E-06,7.88756E-06
504,0,1.61365E-06,7.90456E-06
505,0,1.61452E-06,7.91959E-06
506,0,1.61535E-06,7.9745E-06
507,0,1.61613E-06,8.01959E-06
508,0,1.61686E-06,8.01618E-06
509,0,1.61753E-06,8.01278E-06
510,0,1.61816E-06,8.00937E-06
511,0,1.61873E-06,8.00594E-06
512,0,1.61926E-06,8.00492E-06
513,0,1.61976E-06,8.01399E-06
514,0,1.62022E-06,8.02236E-06
515,0,1.62064E-06,8.03005E-06
516,0,1.62102E-06,8.03704E-06
517,0,1.62139E-06,8.04386E-06
518,0,1.62175E-06,8.04999E-06
519,0,1.62209E-06,8.05595E-06
520,0,1.62243E-06,8.06176E-06
521,0,1.62275E-06,8.06742E-06
522,0,1.62308E-06,8.07335E-06
523,0,1.62343E-06,8.08005E-06
524,0,1.62378E-06,8.10208E-06
525,0,1.62414E-06,8.12414E-06
526,0,1.6245E-06,8.14601E-06
527,0,1.62487E-06,8.16754E-06
528,0,1.62525E-06,8.18841E-06
529,0,1.62562E-06,8.20835E-06
530,0,1.626E-06,8.22717E-06
531,0,1.62638E-06,8.24469E-06
532,0,1.62676E-06,8.26163E-06
533,0,1.62713E-06,8.27797E-06
534,0,1.62749E-06,8.29371E-06
535,0,1.62786E-06,8.30885E-06
536,0,1.62822E-06,8.32338E-06
537,0,1.62861E-06,8.33983E-06
538,0,1.62902E-06,8.35829E-06
